CustomerID,Age,Gender,Tenure_Months,Contract_Type,Internet_Service,Monthly_Charges,Total_Charges,Support_Calls,Payment_Method,Churn
CUST_2282,36,Female,52,Month-to-month,DSL,38.05,1978.6,4,Credit card,0
CUST_2283,47,Female,34,One year,Fiber optic,115.15,3915.1,7,Bank transfer,0
CUST_2284,24,Female,35,Month-to-month,Fiber optic,25.91,906.85,7,Electronic check,1
CUST_2285,27,Female,15,Month-to-month,DSL,118.38,1775.7,1,Mailed check,1
CUST_2286,58,Female,6,Month-to-month,No,105.78,634.68,8,Bank transfer,1
CUST_2287,49,Female,32,Month-to-month,Fiber optic,86.03,2752.96,3,Credit card,0
CUST_2288,51,Female,52,Month-to-month,Fiber optic,93.5,4862.0,0,Mailed check,0
CUST_2289,45,Female,28,Month-to-month,DSL,27.27,763.56,1,Bank transfer,0
CUST_2290,77,Male,64,Two year,DSL,24.15,1545.6,5,Mailed check,0
CUST_2291,32,Male,19,One year,No,30.18,573.42,4,Mailed check,0
CUST_2292,47,Male,15,Month-to-month,No,28.74,431.1,6,Credit card,0
CUST_2293,54,Female,6,Month-to-month,DSL,74.74,448.44,8,Electronic check,1
CUST_2294,46,Female,38,Two year,DSL,41.54,1578.52,5,Electronic check,0
CUST_2295,39,Female,26,One year,Fiber optic,106.02,2756.52,5,Mailed check,0
CUST_2296,21,Male,51,Month-to-month,DSL,64.57,3293.07,1,Credit card,0
CUST_2297,37,Female,53,One year,Fiber optic,89.55,4746.15,6,Credit card,0
CUST_2298,49,Male,56,One year,No,85.29,4776.24,1,Bank transfer,0
CUST_2299,53,Female,59,One year,DSL,51.99,3067.41,6,Mailed check,0
CUST_2300,67,Male,70,Month-to-month,DSL,44.32,3102.4,7,Bank transfer,0
CUST_2301,21,Male,58,Month-to-month,No,54.25,3146.5,0,Credit card,0
CUST_2302,44,Male,13,Month-to-month,DSL,99.67,1295.71,8,Mailed check,1
CUST_2303,34,Female,43,Two year,No,78.63,3381.09,7,Electronic check,0
CUST_2304,29,Male,51,One year,Fiber optic,45.35,2312.85,8,Electronic check,0
CUST_2305,39,Female,19,Month-to-month,No,101.78,1933.82,4,Bank transfer,0
CUST_2306,34,Female,21,Two year,DSL,25.48,535.08,3,Mailed check,0
CUST_2307,27,Female,24,Two year,DSL,89.92,2158.08,0,Credit card,0
CUST_2308,71,Female,26,Two year,Fiber optic,63.91,1661.66,8,Bank transfer,0
CUST_2309,18,Female,45,Two year,Fiber optic,93.13,4190.85,3,Electronic check,0
CUST_2310,39,Male,28,Two year,DSL,112.75,3157.0,3,Credit card,0
CUST_2311,43,Female,29,Month-to-month,No,95.0,2755.0,3,Mailed check,0
CUST_2312,73,Female,17,Two year,No,64.2,1091.4,1,Electronic check,0
CUST_2313,76,Female,68,Two year,Fiber optic,35.1,2386.8,3,Credit card,0
CUST_2314,35,Female,44,Month-to-month,DSL,100.64,4428.16,1,Electronic check,1
CUST_2315,67,Female,61,Month-to-month,Fiber optic,66.07,4030.27,7,Mailed check,0
CUST_2316,31,Male,68,Two year,Fiber optic,27.53,1872.04,6,Bank transfer,0
CUST_2317,64,Male,25,Month-to-month,Fiber optic,91.91,2297.75,9,Credit card,0
CUST_2318,46,Female,67,Two year,No,49.19,3295.73,1,Credit card,0
CUST_2319,29,Male,2,Month-to-month,DSL,24.89,49.78,1,Mailed check,0
CUST_2320,53,Male,49,Month-to-month,DSL,110.28,5403.72,1,Electronic check,0
CUST_2321,76,Female,70,Month-to-month,DSL,68.31,4781.7,0,Electronic check,0
CUST_2322,52,Male,26,Month-to-month,Fiber optic,48.1,1250.6,5,Electronic check,0
CUST_2323,69,Female,27,One year,Fiber optic,91.64,2474.28,5,Credit card,0
CUST_2324,78,Male,18,One year,DSL,108.59,1954.62,0,Credit card,0
CUST_2325,29,Male,54,Month-to-month,DSL,20.03,1081.62,0,Electronic check,0
CUST_2326,24,Male,1,Month-to-month,DSL,88.79,88.79,5,Credit card,1
CUST_2327,46,Female,61,Month-to-month,DSL,96.7,5898.7,5,Bank transfer,1
CUST_2328,28,Male,3,Month-to-month,Fiber optic,40.99,122.97,3,Mailed check,1
CUST_2329,50,Male,68,One year,DSL,68.96,4689.28,2,Mailed check,0
CUST_2330,23,Female,41,Month-to-month,DSL,28.93,1186.13,8,Credit card,1
CUST_2331,64,Female,37,Month-to-month,No,94.67,3502.79,5,Bank transfer,1
CUST_2332,32,Male,51,Month-to-month,Fiber optic,104.75,5342.25,0,Bank transfer,1
CUST_2333,49,Female,15,Month-to-month,Fiber optic,30.82,462.3,2,Electronic check,0
CUST_2334,68,Male,8,Month-to-month,DSL,101.65,813.2,0,Mailed check,0
CUST_2335,28,Male,38,Month-to-month,DSL,97.16,3692.08,2,Mailed check,0
CUST_2336,75,Female,56,Two year,Fiber optic,54.69,3062.64,1,Mailed check,0
CUST_2337,40,Female,47,Two year,DSL,89.03,4184.41,4,Credit card,1
CUST_2338,43,Female,10,Two year,DSL,20.0,200.0,2,Bank transfer,1
CUST_2339,51,Male,49,Month-to-month,No,113.18,5545.82,6,Electronic check,1
CUST_2340,63,Female,41,Month-to-month,No,75.04,3076.64,7,Credit card,1
CUST_2341,51,Male,30,One year,DSL,82.03,2460.9,6,Electronic check,0
CUST_2342,46,Female,5,One year,DSL,86.47,432.35,1,Credit card,1
CUST_2343,21,Male,71,Two year,No,76.14,5405.94,9,Mailed check,0
CUST_2344,34,Female,31,Month-to-month,DSL,105.68,3276.08,9,Electronic check,0
CUST_2345,52,Male,52,Month-to-month,Fiber optic,80.97,4210.44,6,Bank transfer,1
CUST_2346,30,Female,23,One year,No,110.78,2547.94,9,Bank transfer,1
CUST_2347,58,Male,48,Two year,No,78.23,3755.04,2,Credit card,0
CUST_2348,56,Female,40,Two year,Fiber optic,37.11,1484.4,6,Mailed check,1
CUST_2349,32,Female,6,One year,DSL,111.36,668.16,0,Credit card,1
CUST_2350,72,Male,38,Two year,DSL,88.16,3350.08,1,Electronic check,0
CUST_2351,46,Female,41,One year,No,89.92,3686.72,9,Bank transfer,0
CUST_2352,46,Male,27,Two year,No,118.55,3200.85,0,Bank transfer,0
CUST_2353,28,Male,69,Two year,Fiber optic,27.52,1898.88,8,Bank transfer,1
CUST_2354,69,Female,57,Two year,Fiber optic,62.86,3583.02,1,Bank transfer,1
CUST_2355,49,Male,17,Month-to-month,Fiber optic,43.91,746.47,1,Electronic check,1
CUST_2356,19,Female,71,Month-to-month,Fiber optic,83.04,5895.84,5,Bank transfer,0
CUST_2357,64,Female,47,One year,No,100.68,4731.96,6,Credit card,0
CUST_2358,31,Male,13,Month-to-month,Fiber optic,116.63,1516.19,1,Bank transfer,0
CUST_2359,37,Female,11,Two year,Fiber optic,65.46,720.06,3,Electronic check,0
CUST_2360,39,Male,24,Month-to-month,DSL,98.62,2366.88,2,Mailed check,0
CUST_2361,28,Male,4,Month-to-month,Fiber optic,111.71,446.84,4,Mailed check,1
CUST_2362,44,Female,46,One year,Fiber optic,88.33,4063.18,8,Bank transfer,1
CUST_2363,20,Female,18,Month-to-month,DSL,44.27,796.86,1,Mailed check,0
CUST_2364,34,Male,43,Month-to-month,No,80.79,3473.97,4,Electronic check,1
CUST_2365,79,Male,33,Month-to-month,Fiber optic,117.0,3861.0,7,Bank transfer,1
CUST_2366,61,Female,10,One year,No,118.76,1187.6,5,Electronic check,1
CUST_2367,73,Female,59,Month-to-month,DSL,84.24,4970.16,3,Mailed check,0
CUST_2368,45,Female,31,Two year,Fiber optic,108.7,3369.7,9,Mailed check,0
CUST_2369,46,Female,28,Month-to-month,DSL,40.03,1120.84,7,Bank transfer,1
CUST_2370,38,Male,60,Two year,No,44.61,2676.6,2,Mailed check,0
CUST_2371,64,Female,3,Month-to-month,DSL,115.29,345.87,3,Bank transfer,1
CUST_2372,33,Male,55,Month-to-month,Fiber optic,33.52,1843.6,8,Bank transfer,0
CUST_2373,54,Male,14,Month-to-month,Fiber optic,39.11,547.54,4,Credit card,0
CUST_2374,76,Female,58,Month-to-month,DSL,62.05,3598.9,5,Credit card,0
CUST_2375,37,Male,15,One year,No,78.96,1184.4,1,Credit card,0
CUST_2376,23,Female,2,Month-to-month,No,80.38,160.76,8,Electronic check,0
CUST_2377,36,Male,24,Month-to-month,DSL,49.2,1180.8,7,Mailed check,1
CUST_2378,74,Female,64,One year,DSL,112.06,7171.84,6,Mailed check,0
CUST_2379,22,Male,71,Month-to-month,DSL,111.51,7917.21,8,Credit card,0
CUST_2380,20,Male,24,Month-to-month,DSL,59.21,1421.04,4,Bank transfer,0
CUST_2381,76,Female,27,One year,No,63.43,1712.61,4,Bank transfer,0
CUST_2382,18,Female,37,Two year,No,90.25,3339.25,8,Bank transfer,1
CUST_2383,75,Male,39,Month-to-month,DSL,86.3,3365.7,4,Bank transfer,1
CUST_2384,77,Male,63,Month-to-month,Fiber optic,58.23,3668.49,8,Electronic check,0
CUST_2385,55,Female,26,Two year,Fiber optic,61.42,,0,Mailed check,0
CUST_2386,32,Male,65,Month-to-month,DSL,54.8,3562.0,9,Credit card,1
CUST_2387,51,Female,4,Two year,DSL,43.54,174.16,9,Electronic check,0
CUST_2388,78,Male,29,Month-to-month,DSL,65.81,1908.49,7,Mailed check,0
CUST_2389,52,Female,1,Two year,Fiber optic,88.64,88.64,2,Electronic check,1
CUST_2390,66,Male,50,Month-to-month,Fiber optic,94.2,4710.0,7,Bank transfer,1
CUST_2391,42,Female,11,Two year,Fiber optic,97.89,1076.79,4,Electronic check,0
CUST_2392,41,Female,59,Month-to-month,DSL,57.47,3390.73,1,Electronic check,0
CUST_2393,29,Male,62,One year,No,96.46,5980.52,8,Bank transfer,1
CUST_2394,35,Female,36,Month-to-month,Fiber optic,20.65,743.4,3,Bank transfer,0
CUST_2395,32,Male,56,Month-to-month,No,67.7,3791.2,6,Credit card,0
CUST_2396,61,Female,21,One year,Fiber optic,99.39,2087.19,7,Credit card,0
CUST_2397,33,Female,13,One year,No,83.0,1079.0,6,Mailed check,0
CUST_2398,44,Female,9,Two year,No,67.41,606.69,5,Credit card,0
CUST_2399,25,Male,11,Month-to-month,Fiber optic,84.46,929.06,6,Credit card,0
CUST_2400,77,Female,70,Two year,DSL,110.69,7748.3,3,Mailed check,0
CUST_2401,63,Male,1,Month-to-month,No,76.64,76.64,9,Electronic check,0
CUST_2402,42,Female,70,Two year,Fiber optic,99.98,6998.6,0,Electronic check,0
CUST_2403,34,Male,56,Two year,No,118.07,6611.92,4,Electronic check,0
CUST_2404,46,Male,31,Month-to-month,Fiber optic,90.56,2807.36,7,Bank transfer,0
CUST_2405,70,Male,37,Two year,Fiber optic,77.33,2861.21,9,Mailed check,1
CUST_2406,25,Female,47,Two year,DSL,23.75,1116.25,5,Electronic check,0
CUST_2407,32,Male,47,Month-to-month,DSL,57.45,2700.15,4,Credit card,0
CUST_2408,44,Female,69,One year,No,76.54,5281.26,1,Credit card,1
CUST_2409,63,Male,58,Month-to-month,DSL,99.72,5783.76,9,Credit card,1
CUST_2410,67,Male,36,Two year,DSL,63.81,2297.16,4,Mailed check,0
CUST_2411,69,Male,32,Month-to-month,Fiber optic,116.01,3712.32,9,Mailed check,1
CUST_2412,24,Male,64,Month-to-month,Fiber optic,47.18,3019.52,2,Credit card,0
CUST_2413,20,Female,71,Month-to-month,DSL,94.46,6706.66,1,Bank transfer,1
CUST_2414,46,Male,42,One year,DSL,61.9,2599.8,2,Bank transfer,1
CUST_2415,61,Male,48,Two year,Fiber optic,68.6,3292.8,3,Electronic check,0
CUST_2416,70,Female,30,Two year,DSL,100.25,3007.5,1,Electronic check,0
CUST_2417,41,Male,21,Month-to-month,Fiber optic,49.62,1042.02,3,Electronic check,0
CUST_2418,77,Male,60,Month-to-month,DSL,29.68,1780.8,3,Electronic check,0
CUST_2419,75,Male,13,One year,No,72.03,936.39,5,Electronic check,0
CUST_2420,20,Male,1,One year,No,72.88,72.88,4,Mailed check,1
CUST_2421,37,Female,65,Month-to-month,Fiber optic,99.72,6481.8,6,Mailed check,0
CUST_2422,63,Female,33,Month-to-month,DSL,116.83,3855.39,6,Bank transfer,1
CUST_2423,32,Male,38,One year,Fiber optic,25.53,970.14,2,Bank transfer,0
CUST_2424,42,Female,25,Month-to-month,Fiber optic,79.17,1979.25,8,Mailed check,0
CUST_2425,47,Female,26,One year,DSL,88.13,2291.38,6,Bank transfer,1
CUST_2426,31,Male,59,One year,No,118.58,6996.22,6,Credit card,0
CUST_2427,24,Female,33,Two year,Fiber optic,114.26,3770.58,1,Bank transfer,0
CUST_2428,34,Male,41,One year,No,91.25,3741.25,9,Credit card,0
CUST_2429,79,Female,30,Month-to-month,DSL,72.18,2165.4,2,Credit card,0
CUST_2430,61,Female,57,Two year,DSL,36.15,2060.55,2,Electronic check,0
CUST_2431,37,Female,49,One year,No,58.42,2862.58,5,Bank transfer,0
CUST_2432,53,Male,48,Month-to-month,Fiber optic,78.51,3768.48,3,Credit card,0
CUST_2433,26,Female,49,One year,Fiber optic,92.52,4533.48,3,Bank transfer,0
CUST_2434,55,Male,47,Month-to-month,Fiber optic,83.54,3926.38,0,Bank transfer,0
CUST_2435,65,Male,56,Two year,DSL,91.41,5118.96,5,Mailed check,0
CUST_2436,74,Female,65,Month-to-month,Fiber optic,62.92,4089.8,7,Mailed check,0
CUST_2437,77,Male,12,One year,DSL,92.76,1113.12,7,Electronic check,0
CUST_2438,39,Female,69,Month-to-month,Fiber optic,34.37,2371.53,7,Bank transfer,0
CUST_2439,71,Male,6,Month-to-month,Fiber optic,36.26,217.56,4,Mailed check,1
CUST_2440,70,Male,65,Two year,No,36.28,2358.2,9,Credit card,0
CUST_2441,70,Female,25,Two year,Fiber optic,109.09,2727.25,5,Credit card,0
CUST_2442,19,Female,1,Month-to-month,DSL,27.6,27.6,4,Electronic check,0
CUST_2443,41,Female,32,Month-to-month,Fiber optic,100.15,3204.8,3,Credit card,1
CUST_2444,25,Female,3,Month-to-month,DSL,43.36,130.08,3,Bank transfer,0
CUST_2445,28,Male,49,One year,DSL,66.84,3275.16,3,Credit card,1
CUST_2446,30,Male,19,One year,DSL,111.6,2120.4,3,Electronic check,0
CUST_2447,34,Male,60,One year,Fiber optic,78.59,4715.4,5,Electronic check,0
CUST_2448,25,Female,29,One year,DSL,41.01,1189.29,5,Credit card,0
CUST_2449,38,Male,50,Two year,Fiber optic,48.41,2420.5,4,Bank transfer,0
CUST_2450,35,Female,2,Month-to-month,No,112.04,224.08,8,Mailed check,1
CUST_2451,47,Male,56,Month-to-month,Fiber optic,62.71,3511.76,7,Bank transfer,0
CUST_2452,35,Female,17,One year,DSL,78.7,1337.9,9,Bank transfer,1
CUST_2453,63,Male,60,Two year,DSL,65.99,3959.4,5,Bank transfer,0
CUST_2454,64,Male,36,One year,Fiber optic,57.84,2082.24,8,Credit card,0
CUST_2455,48,Female,61,One year,No,42.33,2582.13,4,Mailed check,1
CUST_2456,55,Male,17,One year,DSL,88.62,1506.54,9,Bank transfer,0
CUST_2457,49,Female,49,Two year,No,91.82,4499.18,3,Mailed check,0
CUST_2458,28,Male,60,Month-to-month,Fiber optic,47.49,2849.4,5,Electronic check,0
CUST_2459,62,Male,20,Month-to-month,Fiber optic,98.9,1978.0,3,Mailed check,0
CUST_2460,42,Female,50,Two year,No,105.45,5272.5,7,Credit card,0
CUST_2461,50,Female,3,Two year,Fiber optic,112.07,336.21,6,Electronic check,1
CUST_2462,77,Male,43,Month-to-month,No,36.12,1553.16,4,Electronic check,1
CUST_2463,55,Male,57,Month-to-month,DSL,50.39,2872.23,9,Bank transfer,0
CUST_2464,58,Male,50,Month-to-month,Fiber optic,106.04,5302.0,5,Mailed check,0
CUST_2465,25,Male,68,Month-to-month,Fiber optic,39.85,2709.8,6,Electronic check,1
CUST_2466,28,Male,50,Two year,DSL,20.35,1017.5,1,Electronic check,1
CUST_2467,39,Male,37,Month-to-month,Fiber optic,107.08,3961.96,8,Mailed check,0
CUST_2468,68,Female,46,Two year,DSL,52.64,2421.44,6,Mailed check,0
CUST_2469,41,Female,42,Month-to-month,DSL,61.45,2580.9,7,Electronic check,1
CUST_2470,58,Female,15,One year,DSL,64.63,969.45,4,Electronic check,0
CUST_2471,34,Male,33,Month-to-month,Fiber optic,104.83,3459.39,2,Mailed check,0
CUST_2472,29,Male,11,One year,No,53.79,591.69,1,Credit card,0
CUST_2473,74,Male,20,One year,Fiber optic,109.23,2184.6,1,Mailed check,0
CUST_2474,63,Female,24,One year,Fiber optic,81.69,1960.56,2,Credit card,0
CUST_2475,49,Female,64,Month-to-month,DSL,72.73,4654.72,0,Electronic check,1
CUST_2476,32,Male,65,Month-to-month,No,52.56,3416.4,0,Bank transfer,1
CUST_2477,33,Male,17,Month-to-month,Fiber optic,44.37,754.29,6,Mailed check,0
CUST_2478,71,Female,61,Month-to-month,Fiber optic,82.41,5027.01,9,Electronic check,0
CUST_2479,39,Female,15,One year,Fiber optic,64.69,970.35,7,Electronic check,0
CUST_2480,45,Female,51,One year,DSL,111.05,5663.55,5,Bank transfer,0
CUST_2481,37,Male,27,One year,Fiber optic,69.16,1867.32,6,Mailed check,0
CUST_2482,50,Male,61,One year,No,71.18,4341.98,0,Electronic check,0
CUST_2483,27,Male,58,Month-to-month,DSL,61.67,3576.86,0,Credit card,0
CUST_2484,57,Female,31,Month-to-month,Fiber optic,98.93,3066.83,8,Bank transfer,1
CUST_2485,49,Female,12,Month-to-month,No,62.48,749.76,4,Credit card,1
CUST_2486,67,Male,46,Two year,DSL,46.93,2158.78,6,Mailed check,0
CUST_2487,77,Male,31,One year,No,106.2,3292.2,5,Credit card,0
CUST_2488,50,Female,32,Month-to-month,No,79.68,2549.76,3,Bank transfer,0
CUST_2489,19,Male,32,Month-to-month,Fiber optic,79.15,2532.8,0,Electronic check,1
CUST_2490,50,Female,53,Two year,DSL,81.08,4297.24,3,Bank transfer,0
CUST_2491,50,Female,61,One year,DSL,91.88,,9,Electronic check,1
CUST_2492,58,Male,46,One year,DSL,51.31,2360.26,9,Electronic check,1
CUST_2493,30,Female,7,Month-to-month,No,23.38,163.66,7,Credit card,1
CUST_2494,47,Male,4,Month-to-month,No,101.06,404.24,0,Bank transfer,1
CUST_2495,50,Female,52,Two year,Fiber optic,32.89,1710.28,1,Bank transfer,0
CUST_2496,30,Female,31,One year,DSL,92.18,2857.58,7,Electronic check,0
CUST_2497,69,Male,36,Month-to-month,DSL,28.23,1016.28,1,Bank transfer,0
CUST_2498,43,Female,54,Two year,Fiber optic,57.53,3106.62,9,Mailed check,1
CUST_2499,39,Male,54,One year,Fiber optic,26.3,1420.2,8,Mailed check,1
CUST_2500,56,Male,17,Month-to-month,No,72.22,1227.74,2,Credit card,0
CUST_2501,19,Female,30,Month-to-month,Fiber optic,85.31,2559.3,2,Credit card,1
CUST_2502,55,Male,22,Month-to-month,No,37.14,817.08,5,Bank transfer,1
CUST_2503,56,Male,43,Month-to-month,Fiber optic,57.16,2457.88,2,Credit card,1
CUST_2504,43,Male,27,One year,Fiber optic,113.02,,8,Bank transfer,0
CUST_2505,63,Male,37,Month-to-month,Fiber optic,64.24,2376.88,7,Credit card,0
CUST_2506,75,Male,46,Two year,No,100.25,4611.5,3,Mailed check,0
CUST_2507,67,Male,35,Two year,Fiber optic,112.72,3945.2,5,Electronic check,0
CUST_2508,32,Female,4,Month-to-month,DSL,117.43,469.72,7,Electronic check,1
CUST_2509,51,Male,26,Month-to-month,DSL,109.83,2855.58,3,Mailed check,0
CUST_2510,59,Female,19,Two year,DSL,51.74,983.06,4,Electronic check,1
CUST_2511,72,Female,45,One year,Fiber optic,116.26,5231.7,6,Bank transfer,0
CUST_2512,61,Male,26,One year,DSL,101.24,2632.24,7,Bank transfer,1
CUST_2513,66,Female,22,Month-to-month,DSL,103.72,2281.84,6,Mailed check,1
CUST_2514,57,Female,58,Month-to-month,Fiber optic,21.52,1248.16,7,Mailed check,1
CUST_2515,28,Male,63,One year,DSL,115.42,7271.46,3,Mailed check,0
CUST_2516,78,Male,28,Two year,No,97.81,2738.68,0,Mailed check,0
CUST_2517,20,Male,65,Month-to-month,Fiber optic,96.8,6292.0,5,Electronic check,0
CUST_2518,76,Female,44,Two year,Fiber optic,28.15,1238.6,4,Electronic check,0
CUST_2519,23,Female,43,Month-to-month,DSL,43.26,1860.18,3,Electronic check,0
CUST_2520,26,Male,37,Two year,DSL,116.23,4300.51,1,Bank transfer,0
CUST_2521,23,Male,66,One year,Fiber optic,70.07,4624.62,0,Credit card,0
CUST_2522,26,Female,17,Month-to-month,No,59.79,1016.43,8,Bank transfer,0
CUST_2523,56,Female,40,One year,Fiber optic,103.99,4159.6,1,Credit card,1
CUST_2524,48,Female,38,Month-to-month,DSL,28.73,1091.74,8,Mailed check,0
CUST_2525,49,Female,61,Month-to-month,Fiber optic,61.69,3763.09,5,Mailed check,0
CUST_2526,58,Male,9,Month-to-month,DSL,57.57,518.13,5,Electronic check,0
CUST_2527,67,Female,61,Month-to-month,No,54.99,3354.39,1,Electronic check,0
CUST_2528,29,Female,16,Month-to-month,No,50.77,812.32,5,Credit card,0
CUST_2529,25,Female,2,One year,Fiber optic,41.01,82.02,2,Credit card,0
CUST_2530,25,Female,43,One year,Fiber optic,37.29,1603.47,6,Electronic check,0
CUST_2531,67,Male,42,Month-to-month,No,84.04,3529.68,9,Mailed check,0
CUST_2532,45,Male,57,Two year,Fiber optic,111.94,6380.58,3,Electronic check,0
CUST_2533,79,Female,67,One year,Fiber optic,70.89,4749.63,8,Mailed check,0
CUST_2534,37,Female,30,Two year,No,49.8,1494.0,4,Mailed check,0
CUST_2535,79,Male,13,One year,Fiber optic,35.92,466.96,9,Bank transfer,0
CUST_2536,64,Male,19,Month-to-month,Fiber optic,103.01,1957.19,2,Bank transfer,0
CUST_2537,76,Female,7,Month-to-month,No,117.15,820.05,0,Credit card,1
CUST_2538,24,Female,9,One year,Fiber optic,54.92,494.28,0,Mailed check,0
CUST_2539,28,Male,54,Month-to-month,Fiber optic,49.1,2651.4,3,Electronic check,0
CUST_2540,37,Male,61,Month-to-month,DSL,80.15,4889.15,9,Mailed check,0
CUST_2541,33,Male,2,Month-to-month,DSL,97.53,195.06,9,Credit card,0
CUST_2542,21,Male,50,Month-to-month,DSL,65.54,3277.0,3,Mailed check,1
CUST_2543,23,Male,31,Month-to-month,Fiber optic,83.01,2573.31,8,Mailed check,0
CUST_2544,75,Male,33,Month-to-month,Fiber optic,91.65,3024.45,7,Credit card,0
CUST_2545,39,Female,11,Month-to-month,No,116.06,1276.66,3,Mailed check,1
CUST_2546,43,Male,33,One year,Fiber optic,36.5,1204.5,5,Bank transfer,0
CUST_2547,20,Male,7,One year,Fiber optic,119.74,838.18,6,Credit card,0
CUST_2548,58,Male,31,Month-to-month,DSL,59.22,1835.82,9,Bank transfer,0
CUST_2549,77,Male,48,Month-to-month,No,92.32,4431.36,7,Credit card,0
CUST_2550,59,Female,47,Month-to-month,Fiber optic,77.24,3630.28,3,Mailed check,1
CUST_2551,31,Female,53,Month-to-month,Fiber optic,68.67,3639.51,0,Bank transfer,1
CUST_2552,28,Male,19,Month-to-month,DSL,89.81,1706.39,4,Bank transfer,0
CUST_2553,35,Female,6,Month-to-month,Fiber optic,59.58,357.48,0,Electronic check,1
CUST_2554,71,Female,49,One year,Fiber optic,32.61,1597.89,3,Bank transfer,0
CUST_2555,29,Female,50,One year,Fiber optic,68.89,3444.5,6,Bank transfer,0
CUST_2556,40,Female,12,Month-to-month,No,72.19,866.28,6,Mailed check,0
CUST_2557,29,Female,23,Month-to-month,No,40.19,924.37,0,Bank transfer,0
CUST_2558,30,Female,54,One year,No,113.56,6132.24,8,Bank transfer,1
CUST_2559,42,Male,69,Two year,Fiber optic,42.75,2949.75,1,Bank transfer,0
CUST_2560,62,Male,59,One year,No,60.92,3594.28,4,Mailed check,0
CUST_2561,68,Male,36,One year,No,35.49,1277.64,5,Credit card,0
CUST_2562,75,Male,3,Month-to-month,DSL,73.58,220.74,0,Mailed check,0
CUST_2563,36,Male,58,Month-to-month,Fiber optic,50.76,2944.08,1,Bank transfer,0
CUST_2564,72,Female,55,Two year,DSL,68.93,3791.15,6,Credit card,0
CUST_2565,63,Male,57,Month-to-month,DSL,42.46,2420.22,5,Mailed check,0
CUST_2566,53,Male,17,Two year,DSL,25.38,431.46,5,Mailed check,0
CUST_2567,62,Female,39,One year,DSL,97.92,3818.88,5,Credit card,0
CUST_2568,25,Female,68,One year,Fiber optic,84.11,5719.48,6,Electronic check,0
CUST_2569,46,Male,55,Month-to-month,Fiber optic,54.07,2973.85,9,Bank transfer,1
CUST_2570,72,Female,45,One year,DSL,24.75,1113.75,8,Electronic check,0
CUST_2571,70,Female,1,Month-to-month,Fiber optic,106.56,106.56,8,Bank transfer,1
CUST_2572,72,Female,21,Month-to-month,No,36.98,776.58,1,Bank transfer,0
CUST_2573,49,Female,21,Month-to-month,No,113.07,2374.47,1,Electronic check,1
CUST_2574,68,Male,52,Two year,Fiber optic,67.86,3528.72,4,Electronic check,0
CUST_2575,61,Female,43,One year,Fiber optic,54.04,2323.72,9,Bank transfer,0
CUST_2576,35,Male,52,Month-to-month,DSL,94.18,4897.36,6,Credit card,1
CUST_2577,23,Male,67,Month-to-month,DSL,107.68,7214.56,2,Credit card,0
CUST_2578,35,Female,44,One year,DSL,57.07,2511.08,2,Electronic check,0
CUST_2579,36,Female,32,One year,Fiber optic,60.73,1943.36,3,Electronic check,0
CUST_2580,39,Female,10,One year,No,63.32,633.2,2,Mailed check,0
CUST_2581,54,Male,64,One year,DSL,112.23,7182.72,2,Credit card,0
CUST_2582,49,Female,69,Month-to-month,DSL,89.26,6158.94,7,Credit card,0
CUST_2583,73,Female,68,One year,DSL,44.76,3043.68,6,Bank transfer,0
CUST_2584,58,Female,28,Month-to-month,Fiber optic,38.5,1078.0,6,Mailed check,1
CUST_2585,76,Female,53,Two year,DSL,43.04,2281.12,9,Bank transfer,0
CUST_2586,20,Female,51,One year,Fiber optic,46.36,2364.36,1,Mailed check,0
CUST_2587,45,Male,53,Month-to-month,DSL,43.02,2280.06,8,Credit card,0
CUST_2588,27,Female,4,Month-to-month,Fiber optic,85.85,343.4,5,Bank transfer,0
CUST_2589,68,Female,17,Two year,DSL,31.59,537.03,2,Mailed check,0
CUST_2590,52,Female,67,Month-to-month,Fiber optic,58.74,3935.58,8,Bank transfer,1
CUST_2591,78,Male,47,Month-to-month,DSL,82.51,3877.97,8,Mailed check,1
CUST_2592,46,Female,56,One year,Fiber optic,49.09,2749.04,5,Electronic check,0
CUST_2593,71,Male,23,Month-to-month,Fiber optic,26.53,610.19,9,Bank transfer,0
CUST_2594,32,Male,18,One year,Fiber optic,28.18,507.24,5,Electronic check,0
CUST_2595,50,Female,1,Month-to-month,Fiber optic,32.6,32.6,7,Mailed check,0
CUST_2596,24,Female,35,One year,DSL,103.58,3625.3,7,Bank transfer,1
CUST_2597,29,Female,64,Month-to-month,DSL,85.79,5490.56,5,Mailed check,0
CUST_2598,66,Male,58,Month-to-month,Fiber optic,26.45,1534.1,6,Mailed check,1
CUST_2599,47,Male,59,Two year,Fiber optic,59.11,3487.49,3,Electronic check,0
CUST_2600,38,Male,1,One year,Fiber optic,47.86,47.86,0,Bank transfer,0
CUST_2601,48,Male,3,Month-to-month,Fiber optic,77.8,233.4,3,Credit card,1
CUST_2602,75,Male,67,Month-to-month,No,72.28,4842.76,7,Mailed check,1
CUST_2603,78,Male,37,One year,Fiber optic,68.11,2520.07,7,Electronic check,1
CUST_2604,41,Female,29,One year,DSL,51.45,1492.05,1,Credit card,0
CUST_2605,37,Female,33,Two year,Fiber optic,33.78,1114.74,6,Electronic check,0
CUST_2606,54,Male,61,Two year,DSL,94.24,5748.64,0,Electronic check,0
